kalimat,status
uuh ih uh eeh ahh ohhh eeeh eeh eeh uhhh ohhh ehhh uuuh ehhh aaah uuuh oooh uh aah ooh uuuh oh ehhh ihhh ehh ooh,0
ohh eeeh iiih uhhh uhh oh oh uhh oooh uh ihh ohh uhhh ah ooh ahh iiih ihhh ooh ohhh ahhh uhhh ah ehh,0
ahh uuuh ihhh ahh uhhh aah uuuh iiih aaah ooh iih ooh uh eeeh ohh oooh oh ooh iih uuh ehh ahh ahhh ohh ohhh ihhh ooh uuuh aah eeeh,2
aah aah uh ooh ooh uhhh uuuh oooh iih oh ih uuh oooh uuuh aaah ahh ooh uuh ih ahhh uhh ihhh ehh ihh ooh ih ahh ohh ah,2
uuh eeeh ooh uhh ahh aah ohh eh oooh aaah eeh ahhh aah oooh ooh eh oooh ohhh uhhh eh,2
ah uhh ahh oh ihhh ah eeeh ahh uh eeeh oooh ehhh aah,2
eeeh ih ahhh uuuh ahh ih eeh ehhh uhh,2
eh oh iih uhh ih aaah,1
ah ahh ohh iiih oooh ihh ah uh,0
ohh aaah oh ehh oooh eh ihhh uhhh aaah ohh ah eeeh oooh ehh uhh ooh,0
eeh uuh uh iiih eeh ahhh iiih oh ih ooh uuh ih,2
ah ooh ihh ahh iiih ihh ahhh uuuh uh ihhh ahh ohhh ahh iiih eeh ohhh iiih ah ihh uh ihhh ohh ahh aah,1
oh uuuh ihhh ohhh uuuh uuuh eh ohhh uuh eeeh uhhh ohhh oooh,0
uhh oh ihhh ih ahhh ehhh ohhh eh ehhh,2
ihhh ahhh eeh uhh iih aah uhh ah uh uh,0
aah ih ehh ehhh uuuh ehhh ehhh iih uhh ohh uhhh eh ihh aaah ahh ih ohh uuuh ah,2
oooh eeeh ah ahhh ihh ehhh ooh ih ahh uuh uh uhhh ahh aaah,1
iiih uh uhh ahh ooh ih eeh ehhh uuuh ehhh ehhh uuuh eeeh eeh ihh ehhh iih ohh,2
ooh ihh uh ohhh ahhh ooh iiih ehhh uh ah uuh ih ohhh ih eh ihh ihh ahhh uhh uhh oh ahhh uhhh ohh aah eeh iiih eeeh,1
ehh oh oooh iih ehhh ohhh oh eeh aah oh uhh ihh ih ihh iih uuuh ahh ehhh ihhh eeeh ehhh ohhh uhh uuuh eeeh,0
iiih eeh ahh ehhh iih aah ihhh ooh ohhh eh ihhh ehh ihh ooh uhh uhhh oooh ooh uhhh ihhh,2
aaah ihhh uuuh aah eh eeh oooh oh ohh eeeh,1
ahhh ih uhh ohh ohhh ooh uhh ehhh uhh uh eeeh eeeh eeeh aaah uuh,2
ahhh eeeh uh uh uuuh oh oooh uuuh ih uhhh eeh ehh ehhh uuh oooh ohh aah aah eeh uhh ehh oooh,0
iiih ohhh eeh uuuh ahhh ohh uhhh oh aaah uuh ehhh ihhh eeeh uuuh ohhh ah uh aah,0
iih oh ohhh ihhh uuh oooh iiih aah ehh ehhh aaah iiih ihhh ahhh ih eeeh eeh ehhh ahhh ohh aaah eeeh oooh ah uuuh iih uuuh ehh uuh,0
eh uuh eeh uhhh eh ohh oh uh oh ah,0
ah uuh iih aaah ahhh aaah iih,0
ihh aaah ehhh eeh ehhh ehhh iih ihh uhhh ihh uuh iiih,0
uhhh ihhh uh aaah ohhh ehh uh eh uhhh eh eh ehhh ihh oh ihh iih uuuh ooh ahh ihhh ehhh eeh eeh aah ah iih,0
eh eh iiih ahh uuuh uhh,2
ohh iih aaah uuh ehh ehhh ihh ooh iih ohh ehh aah aah eh uhh ehhh ooh iih ehhh aah ahh,2
uuh eeeh uhh eh eeh ohhh ih ihhh uuh ehh ohhh ohh oh ihhh ahhh ohh ohhh uuh ah ohhh,2
ohh uuuh ih uhh ihh aah uh eh ahh ih eeeh,2
eeeh uuuh ah uhh eh aah uuh oooh iih ahhh ehhh ihh ahh oooh aaah uhhh uuuh ihh,0
ah oh eeh oooh eeh ahhh ehh ihhh ih uuh eh,0
oh ahhh ooh aaah ehhh iih eeh oooh ihh eeeh uh ihh ahh ih ehh ahhh uhh,0
ehhh ohh uuh eeeh ehhh ih aah ahh ih eeeh eeeh iiih oooh iih ehhh iiih uuuh ohh uhhh ihhh uh ehh ohh ehhh,2
eh ohhh aaah ohh ah ohh uh ohh ohhh ohhh uh eeh ehh uh ehh ah ohhh ohh ahh uh iih aaah aaah eeh ihhh uhh eeeh,0
ihhh ah aaah ohh uhh iiih eeeh ih uuuh ih uh ahhh ahhh eeh oh ah uhhh ahh aah aah aah aaah,1
uhh ehh uhhh ohhh ooh oh ah ihhh uh ahhh ehhh oooh iih ehh uh uhhh eeeh oh uuh aah uuuh ihh ihh ooh ehh ah aaah eeeh ahhh iih,0
ehhh oooh uuh ooh ahh ehhh iih uhhh ihhh uuuh uh iih uh oooh oooh eeh iih eh ahh aaah eh uuuh aaah eh,0
iih ohhh ehhh ihh ihhh eeeh eeeh,2
uhhh ehh uhh ihhh aah eeh uuh ahhh ohh oooh ohh ahhh aah uhh ehh uhhh ihh iih ah ohh ehhh uhhh oooh ohh ehhh ah,0
ahh ohh ehh ihhh eeh ehh oooh aah ohhh uuh uhh uh iiih aaah ahhh,1
oh ehhh ihhh aaah aaah ahh ahh aaah oh ah uh oooh ehhh iiih uhhh ooh ehh ih aaah ahh oooh uhh uhh ohh oooh ihhh uuuh ooh eh,2
ih uhh uhh uh iih uuh aah aah uhhh,2
ohhh oh iiih ooh oh ihh uuh eeh iih ooh ah ohhh eeh iiih uuuh ah uuh,0
aah ehh aah ah iiih uhh ooh ahhh uhhh ihhh uuuh uhhh iih uh uuh ehhh uhhh iih aaah uuh ehhh uuuh iiih,1
ehh uuh ahh eh iiih iiih aaah ahh ahhh aaah uuuh ihhh ehh oh uhh eeeh ohhh ehh uuuh uhhh aaah ehhh ehh ooh uhhh,0
aaah ooh iih ehhh ooh uh ihh iiih ah ooh aaah iih ohh uhhh eeh ohh uhhh ehhh aaah ih ahhh ihh uuuh iiih ihhh oooh iiih ihh ah,0
iiih ahhh ehh ohhh uhh oh ehhh uh uhh ihh eeeh ooh ahh ihhh eeeh ihh iiih,2
ahhh ah ah ehhh uuh ihhh eeh ih ah oh ohhh uhh uuh uuh ooh ihh uh uhhh aaah eeeh uuuh ahhh ahhh,0
ih ihhh ehh iih ih ihhh ehh ah uhh ooh ah ooh ohh iiih ehh eh aah ahhh ehh oooh uh ohh uhhh ih ohh oh aaah ih eeeh ohh,2
ehh ihh ehh oh ohh ahh ehh ahhh aaah ihh aaah ehhh,0
ahh ohhh ihh ehh iiih eeeh,1
ahhh ooh ih ih iiih eh uhhh ihhh ihh iih,2
iih aah ehh iiih uhhh,1
uhhh aaah iiih iiih aaah ihh ahh ohh eeh ehh ehh ahhh ehh iih ihhh ehhh uuuh ooh ah ehh ih ooh uhhh uhhh uhhh uhhh eeeh ooh iih,0
uuuh eeeh ehhh ih ohh iiih ah aaah ihhh uuh ahh ahh ohh uhhh eeeh ehh ahh,2
ehhh aah ooh ooh ohhh,2
ih uuh ihh eeh ohh aaah ah ehh aaah ooh uhhh uuh eeh ih aaah aah ihhh oooh ih uuh ahh eeeh iih uuh,2
uh ehhh aaah ihhh ohh ehhh iiih oh eh ooh,2
ehh uh ooh ah ahh oh uuh eh ihhh ihhh eeh eh eh ihh eh uuuh,2
ooh aaah iih oh ih ih ihhh ohhh,1
eeeh ahhh uhh ah ihh ehh eh ahhh eeeh aaah ihh ahh ehhh aaah ooh uhh ihh uuh ooh ehh eeeh uuuh aah,2
uh eeeh eh oh ehh eeeh ahhh ohhh ihhh ihh eeh uuuh eh eh ahhh ah ihh ahh eeh ah ah ihh,0
ihhh eh uh uh ooh ihh ehhh oh iih aah uh ahhh uh oooh eeh eeeh iiih uh eeh iih,0
ihh ohhh ihhh aaah ih uuh aah ih aaah ehhh ihh ahh aaah ahhh aaah ahhh ehh ahhh ehh ohhh iih ohh uuh uuh iih ooh ehhh ih ih ihhh,1
ehhh ihhh uh ooh aaah oooh oooh ehh oh aaah ehh eeeh uuh ohh aah aah ohh,2
ehhh ehhh oh ahhh ihh uuuh aah ehhh aaah uhh uhh ihh ahhh eeeh ehh ahhh aaah uh ihh ah uuh ehhh ih ah uh iih ohh aaah,0
eeh ih uh aah ah ehhh eh eeeh ahh ahh,2
eeeh iiih uhhh ih ihhh oh eeh uh iih oooh,0
eeeh uuuh ih ooh ih ah ahhh ohhh ih eeeh ihh eh oh eh ehhh ooh oh oooh ih uhh eh iiih ihhh iih,2
ohhh ehhh ih uhh ahh ih aah eh ooh ihhh iiih oooh uh ah eeeh oooh,2
ah oooh ohhh uhh uuuh uhh iiih ohh iih ohhh,0
uuh uuh eh uuuh ihh eh eh ohh,2
uuuh uuuh eh ehhh ahhh ehhh ohh oooh eeeh eh ih eeh ahhh uuh ahh iiih iih ohhh uuuh,2
ehh ihhh ooh iih uhhh,1
uuh uh ah ahh eeeh ehh ohh uhh,2
ahhh uuuh iiih uuh ah eh ih oh ohh uhhh ohhh oooh aaah uuh oh ooh eeeh ohh uuuh aaah eeh uuh ah,0
eeeh uh eeeh ohhh ihh ohhh oooh ahh ih ahhh ohhh uhhh aaah eeh ahh oh ohhh ihhh ohhh,0
aah ohhh ih aah ooh oh ih ahh aah ih ah uhhh aaah,2
ooh eeh ahhh ehhh uh ihh ihh oooh aaah uhh ahhh,0
aaah iiih ahh ehhh aah ehhh uuh uhhh oh ihh ah ah iiih uhh iih eh oooh ih ohhh ihhh eh iiih eh,2
uhhh eeh ihh oooh uhh oh uhhh uuh,0
ehhh uuuh ah uh uhh,1
ahhh ahhh iih uhh iih uhh eh ehhh eh eeeh uuuh ihhh eeeh uuh eeh ihh oh eeh ehhh ah aah ihh,1
uhh ihh ah ehhh eeeh ohhh eeh ih iiih uh uuh uh eh uh,1
eeh uhh uuuh ihhh uuuh eeh ah ohh ahh uhh eeh ahh iiih uhh uuh uhhh,2
ehh oooh ehhh ihhh aah ohhh ihh eeeh uuuh eeh ahh ihhh ahhh ooh ohhh ihh iih uhhh ahhh ahh ah oh eeeh uuuh,0
ah ah uh ohh aaah oh ihhh ih oooh,0
aah ihh ehh iih ehh iiih uhh eeh ooh eeeh ehh uh ohh ahhh uh ahhh uh aaah aaah ahhh,0
eeeh ihhh ehhh aaah eeeh,2
ooh eh uuuh uh aaah uhh eeh ah ohh ehh ehh ehhh ooh eh uuh uhhh ih uuh,2
ohhh ihh ehh uhhh ihhh ehhh eeeh eeeh oooh uh ohhh ooh ooh uuh aaah aah,1
eeh uuuh aaah uhhh aah ohh iih uhhh uuh uh ihhh oooh eh aaah ihhh oooh ahh ihh eh uuuh oh uhhh ohh uuh,0
iih ahh iih eh oh eh iiih,2
iiih ih ih ah oooh oooh ihhh oh eh oooh ihhh aah ohhh ehh ihhh ih ihh iih ohhh aah ohh uh iih aaah ehh ehhh ohh iih ohh,1
oooh ihhh ehhh eeeh ooh ihhh uuh ihh ah ih ihhh uhhh aah ohhh uhh eeh eeeh ah eh,2
uh ohhh aaah ihh uh aah uuh ehh eeh ohhh eh oh ooh eeh ehhh ooh uhh oh ihh eeh aaah,0
ooh oh ih oh aah oh uuuh uuuh eeh eeeh oh oh ih uuuh uuh aah ah ohhh ah eh uuh iiih,0
iih ah aaah ahh ah ohh iih uh ih eeeh eeeh iih uuh uhhh uhhh ih eeh ohhh ihhh uhh ehhh uh ohhh,0
iih uhhh uh oooh ahh ehhh uhhh ehh uh ahhh uh ohh oooh,0
aah aaah ooh ehhh aaah ehh uh uh oooh eeh ohh ehh ihh ehhh eeh ihh aah,0
uuh ahh ooh eeh ohhh iiih ahhh aaah uh eeh uh ohhh ohh ahh iih uh ehhh uhhh,0
eeh ih aaah oh uh ihhh ehh oh ehh ehh eh iiih iiih oh iiih iiih,0
eeeh ohhh ah eeh ih ohhh ohh ooh aah ihh eeh uhh eeeh,2
ah ehh uh aaah uuuh eh ihhh ohhh,0
ih ehhh ooh uuh iih oooh uuuh aaah aaah ohhh eeh ihhh eh oooh aaah uh uhhh uuuh,0
iiih uhh ohh eeeh ahh ahh ehh ahh uhh aah ahhh uhh ooh uhh aaah iih ehh ahhh ihh uh oooh ihh uuh aaah ohhh ohhh,1
uhhh oh ahhh ahh ehh ehhh eeeh eeh ehh ohh ehh ahhh aaah ooh iiih uuuh ehhh ehhh ooh uhhh ah eh ahh ohhh ohhh ohhh ooh uuuh uuuh,0
uhh uhhh ahh ahh ih oh,2
ihhh uuh ihh ohhh uuuh aah ahh uh ohh uhhh oh ohh ahh iiih oooh eh eeh aah ah ihh ehhh uhh ehh ooh iih,2
eeeh uhh oh ehh ahh ihh uuh ehh ahhh ihhh ih,2
aah uhhh uh ehh ih ooh aah ihhh ah uuh iiih ohh uuuh uhh ooh uuh,2
ahh uh ihhh uuuh eeh ehhh oooh iih uuh ih ahhh uuh eeh ehhh ah ah ihh ehh eeh,0
ehhh ahh ahh eeh oooh iih ihhh eh ooh iiih aaah ah oh ehh ihhh ehhh eh uuuh aah iih uhh ehh ihh ohh ah eeh ehh,1
iih ihh ohhh ihhh ihh uhhh uhh oh uhh ihhh uhh ehhh aah aah ihh eeeh iih oooh eeh eeeh uuuh uuuh ahh uhhh ahhh eeeh,0
ihhh ih ohhh iih eeh ihh uhh uuuh uuuh ahh aaah eeeh iih ehh,0
ihhh oh uh ihhh ooh ohhh aaah ahh eeh aaah ihh oh ehhh iih uh eeeh eeeh iih ooh ah,0
eeh ahh ehh ih ihhh ehhh ahhh iih oooh ihh oooh ahhh uhh,0
oh ahh oooh ohhh uhhh ah,0
aah eh ahh ih ehh uuuh uuh uhhh iiih ihhh ih uuuh aah eh eeeh eeeh ah uuh iih iiih aaah oh uhhh ooh oh uhh ohh iiih iih eeh,2
uhh uuuh ih ahhh aaah uh uuuh ahhh ihhh oooh ehhh uuh uhhh iih eh ohhh ooh eh uh eeeh eh uuuh ohh ohhh aah ohhh,0
ehh uuuh aah ah iih ah oh ahhh uhh oooh eeeh ohhh ihh ahh uhh ah ah ehh uh ohh ohhh uuh ihh ih aaah,0
ihh uhhh iiih ahhh aaah ih uuuh ooh ooh oh ahh,1
oooh ehh ehhh uuh uuuh ahh uhhh oooh uhhh ehh ihhh,0
uh ehh eeh ooh oooh aaah uuh ih ooh iih ohhh eh ohhh aaah aah aaah ohh iiih,0
uuuh ihh uh uhhh ooh ehhh aaah ahh iih oooh uuh ihhh iiih oooh ehhh eeeh ohh ah ahhh uhhh oh,0
uuh eh ihh ah eh ahhh iih ah,0
ahh uh eeh uhhh uuh uuh ih ahhh ihh uhhh ohh ihhh ehh,1
iiih uuh ihh eeh uhhh ohh ihhh aaah eeeh ooh ahhh ih iiih iih oooh uh ohh uhhh ah ihhh eeh eeh aah eh ohh uhhh eeeh ahh uhhh eeh,1
aah uuh eh eeeh ooh oh uh oh ehhh ah oooh iiih ihh ehhh ohh ah ih ahhh eh oooh ooh ooh ehhh ohh uuh ohh oh ehhh,2
oooh uh ohhh eeh eeeh uhhh ooh eh ahhh ahhh ehh ooh eh oh eeeh,0
uhh ihhh eh aaah uhhh uuh ahh eeeh ohhh ih ahh ahh ahh uuh aah uhhh iiih ahhh ih uh ooh aah uhhh ooh ehh uuh iiih,2
eeh uhh uhh uhhh eeh ehh ohh ah iih iih eeeh ehhh ihhh oh uhh iih ah aah ihh eeeh ihhh aah eh ooh iih iih,1
uhhh aah oooh aah ih iih ahhh,1
ihh aaah uhh ehhh ah,1
eeeh ooh iih ohh ahh ah eh uhh ahhh iih ihh ihhh ahhh aah,2
uhhh ohhh ohhh ehh ehhh iiih ahh aah ihh uuuh ohh uhh uhhh oooh oooh aah ehhh uhhh ahhh,0
ohh ehh ihhh oh uhh ihh eh uuuh ihhh iih ehh eeeh ooh ihh uh uhh uuh ohhh ah ah uhh uuuh oooh aaah uuuh,0
uh ahh ahhh aah ehh oooh ahhh ohhh ehh uuh eh ohhh eh uh ihhh ooh ihhh aah uuh ehhh eeeh ihh aah ihhh iiih ohhh ah,2
ehhh ah eeeh aah ihh ohhh ihhh eeh ehhh uuh aaah uuuh ahh ohh ohhh ohh,2
uh ah ohhh ooh eeh iiih oooh eh aah ahhh uuuh uh oooh uuuh ooh aaah ihhh ooh ahhh ahh ah eeh ehhh ehhh eeh,0
uuuh aaah ahhh ihhh uhh oh ahh eeeh ahh uuh ahhh uuuh ihh ihh ih ah aah,1
oh eeeh ehh ahhh iiih ihh ahh uh ih uhh ohhh ahh ihh aah eeeh ahh eeh iiih ihhh iih uhh uuuh iiih eeh ihhh,2
aaah ooh eeeh eh uh ohhh uhhh ih ihh uuh ihh ah oh ehhh aaah aah oooh eeh iiih ah ohh ah oh oooh ehh ooh uhhh,0
eeeh oooh iih ihh ah aaah oooh iih ih ehhh ih ihh uuuh,0
uuuh aaah uhh ah iih ehhh ooh,1
aah ehhh oooh ih aah ihhh ohh eeeh eh uh uuuh,2
uhhh ahh uhhh ihhh uhhh oh ihh uh ih ooh,0
aaah uuh ooh oh eeh ehh ah eh eeeh uuh oh,1
uh ihh uhh ihhh oooh ihhh ahh iih iiih uhh eeeh,2
aaah aah ehhh iih eeeh oh oooh uh ahhh uhhh eeeh ihh uhh ihh ehhh ehhh uhh uh iih ohhh ah,0
uuuh aah ooh iih ehh eh ohh uhhh ih aaah uuuh ahh ahh oh iih uhhh ohhh eeh uhhh,0
iih eeeh iiih ohhh uuuh ohhh ah aah eh oooh uuuh ih uhhh uuh uhhh ahh oooh ohh ihhh iiih ehhh uuh ah ah ahh,2
uuuh ahhh ah aah iih iiih uhh aah ihhh,2
uh oooh aah oh oh eeh ih eeeh ehhh ooh ahh eeh aah ahhh uh uuh iiih,2
uh iih eeeh uhhh iih ahh iih ihh oh eeeh eh ooh eeh iiih aaah oh uhhh iih ahhh uh iiih eeh ehhh eeh eh ohh ihh uhh,0
ahh iih aaah ohhh aaah ihh oooh aaah ohhh ahhh iih ihh ahh ohhh ehhh eeeh ihhh ohh ihhh ahh ihhh ohh,0
uh uhh aaah ihhh uhh oooh eeeh,2
ah ahh uhh iiih ehhh ih ih eeeh aaah ahhh ihh,2
oh ehh ohhh ohhh ahhh uhhh uuh eeh ihh ih oooh eeh uuh ahh uhh ehh ah eeh iih eeeh ih ah ih,0
iih ahh ooh ihhh ihhh eeh uhhh ohhh ihh oooh uh oooh iih eh ahhh,0
ihh uuh uuh ahhh uh uhhh aaah ohh ahhh uh ehh ah ihh aah uh eeh eh ohhh oooh ehh aaah aah eh ehh uhhh ehh uhh aaah,0
iiih ehh uuuh uh ahhh iih ooh ihhh ehh eeeh ah eh,0
ihhh ihh ahhh ahhh ahhh iih uh ooh uuuh uuh eeeh ooh ehh uh ihhh eh oooh eeh ohh iih uhh oooh ahh,0
aah iih uuh eeh uuuh iih ih ahhh eeeh ehhh ahhh ihh aah ihh eeeh eh uh uhh ahhh ohhh ooh uuh iiih ahhh uuuh uh ohhh uh ahh,0
ihhh aah ohh ooh oooh oooh uh eeh ehh ooh uh ehhh ehh iiih uhhh aaah oooh aaah,0
ehh aah aah ah ihhh uuuh uuuh oooh ahhh oh ahh,0
iih ehhh ihhh ahh eeh eeeh eh uuh ahhh ihhh uhh ih eh ahhh eeh ohh,2
aaah uuuh ehh ohhh ohh ihh uuuh aah uuh ohh uh oh ihh uhh aaah ehhh ih uuuh uh aah iih ahhh ah eh ooh ihh ahh uhh,0
ihh aah ehhh ohhh uuuh ahh uhh,2
ahh ih eeh eeh aaah ooh,1
ooh uuh uhh uhhh ohhh ohhh ehh aah aaah ohh eeeh,2
ih ah oooh eeh ohhh ooh eeeh eeh iiih eh uuh ohhh ahhh uuh,1
ih ehhh iiih ehh uh iih ooh uhh,2
aaah ahh oooh aaah uuuh ih eeh ahh ahh eeh uuuh iih uuuh ooh aaah ah uhhh aah eh iiih ooh ahhh ahhh ohhh uuuh uh oooh uhh,0
uh aah uuh uuh eeh uuh ah iiih uuuh,2
ihh uuh ohhh aah ohh ihh,1
ohh uuuh uuuh oooh iih ahhh iiih,0
iiih iih iih aaah ah ehhh uhhh uhhh iih ehh aah eeh ihh aaah ohh ohh ahhh ahhh aaah ihhh,0
ihh iiih ihh ohhh uuuh ih uhhh uuuh ihh ehh uhhh uuuh aaah ihh eeh ooh ohhh ah ihhh oh,0
ohhh eh ihh eh ehh iih ah ih iih ehhh iih ahhh eeeh ehhh ihhh uuuh oh oh uhhh uh ah ah ih ohhh,0
iiih ahh iiih iih ahhh,2
iih eh uhhh eeh ehh eh ih ihh ihhh ih ohhh eeh ooh iih ehh eeh,0
ehh eeh uhh aaah ohhh uuh ehh ah aaah ooh ah ah uhhh ih uhh aah ohhh ihh aah ohhh ohh ehh ahh ihhh ihhh aaah uuuh ah eh eh,0
oooh eeeh aah ih ihh eeeh uhhh eh ahh uh uhh uuh uuh eh ihhh oh ihhh ihh,2
ehh ooh ooh ah aah ih ah eh uhhh ohhh ihhh ihh uhh aah uuuh eh iiih,2
oooh aah ih uhhh eeh aah,1
ihh ih ihhh ohh ah uhhh ihhh ohh aaah aah ihhh uhhh aaah ahh uh uuh ooh ohh eeeh aaah eh aah uhh,2
eeeh ihhh uhh ehh eeh eeh eh ohhh aah oh,1
uuuh aah uuuh iiih ehh iiih eh uuuh ih ihh uh uh ihhh oooh ah uuh uh ih ohh ah ohh aaah ohhh iiih ehh ohh eh ah,0
oooh eeh eeeh uuh uuh uh eh iiih uuuh eeeh aaah uuh oh oooh ih uhh aah oooh iiih uuh ehhh ehhh ehhh ihhh uhh uuh uhhh uhh eeeh,2
ihhh iiih oh aah eeh ehh ooh ahhh ohh aah ihhh uuh eh uhh aaah eh ahhh,2
iih ahh ihhh ohhh uhhh ahhh ah eeh oooh ah ehh ohhh eeeh eeh ohh uhh uuuh uuuh,0
uhhh uuh iih uh ahhh uuh iih ohhh uhh ohh ahh eeh aah ahh eeh oooh uuuh ah eeeh ah ihh ehhh uhhh,0
uuuh uhh uhh eeeh uh aaah ih,2
ihh iih uhh ahhh uuh ih oooh ohhh ih uhh ihhh aah oh uuuh uhhh uuuh ahhh eh eh eeh ah ahhh ohhh uhh uuuh iiih iih eh,0
oh ihhh oooh ihhh uuuh ihhh eeeh oooh eeeh uh ohhh uhh ehh uh ooh iih iih uh uhh aah ihhh uhhh ah ih ihh uhh ooh ahh ohhh ih,1
oooh uhhh ooh uuuh aaah ihhh ihhh oh iiih aah oooh aah ehh eh ahhh ih oooh,1
aaah ih iih ooh eh uhh ehh eeh uuh uuuh iih ohh ooh ihh ihh ahhh eeh uuuh ehh aaah ih,0
eeh oh ehh uhhh uh aaah ah ohh ahhh oh ooh oh uh uuuh oh ahh oh ih ahh ehhh oooh iiih oooh ohhh ehhh ihhh ahhh,0
ohhh ohh aaah ihh oooh aah ah ahh ih ihh iih uhh ahhh ahh uuh eeeh uhhh ihhh ah ohh ihh eeh uuuh ahh,0
ahhh eeeh eh oooh oooh uhh aaah uuuh eh uhhh ihhh ehhh eeh ooh ooh,2
oh ahh ehh uh ohh oooh eeh aaah uhh uuh eeeh ooh oh ahhh uhhh,0
aah ihhh ehh ah ooh eeh ehhh uhhh uhh uuh oh uhhh uhh ohhh,1
oh aah uhhh ih iih,1
ihhh oh uuuh uhhh ooh eeeh ihhh ih ohhh ahhh iiih,2
iiih ehh iih ooh ihh ahh,1
eeeh ooh eh ooh oooh eh uh eeh eeh ahhh ehhh uh ahhh uuh uhh oooh ihhh ohhh oooh uhhh ih iih uhh,1
ehh uhhh uh ehhh uhhh eeeh ehhh aaah eh uh ehh iiih iih eh oh oooh ehh eeh ohh ahh iih ah oooh uh iiih uhh ehh ohhh ahh aaah,0
uhh ohhh uhh ah ehh oh ahhh uhh ehhh ah aaah uhhh aah iiih iih ihhh ehhh ih iiih ihhh iih eeh uuuh eeh iih uuuh ah uuuh eh,0
ooh ahhh oh iih eh uhhh ehh eh ih aaah,0
iiih ah uhhh uhh ohhh ohh ehhh ooh ohhh uhhh iiih oooh iih ihhh ihh ihh aah ahhh uuuh uhhh iiih oooh,0
iih eeh iih ohh aaah eeeh ehh oh uhh uuh ih ihh uhh iiih ihh ih uuh ooh ooh ihhh iiih aah oooh ohh ihh oooh ihh ehhh ahhh ahhh,2
ahhh ehhh eeh eeeh ih eeeh uuuh ehh ehhh eeh aaah aah ih uuuh ih iiih eh ihhh eeh ooh ohhh,2
ahh eh oooh ihh ahhh,1
ehhh oooh ohhh ihh oh ehhh ahhh ohh aah ohh ahhh eeeh ehh uh ih aaah uhh ehh uhhh ehh ooh,0
ah uhh iiih ehhh ah ahhh oooh ih aaah uuh uhh uhhh eh uhh eeh iiih ohh ohh ih,2
ehh ahhh oh uhhh eeh uuuh ih iiih,0
ahh eeh aah ihh ahhh ohhh ahhh ohh uhhh iiih ahh ah ihh iih aaah ohh uuh ehhh iih oh eeeh ahh iih ahhh ihhh,0
aaah ah ohhh uuuh iih aah uuh uhh,0
ooh oooh ihh eeeh ahh ih ohh oh ohhh aah ahhh ahh ihh aah ohhh uh uh uh uh uhh ohhh ahh ahhh oh,0
aaah aah aaah uuh uuuh eeh aah iih uhh eeeh iih ahh ahhh eeeh uhhh uuuh ih ahhh ohhh ehh aaah ihh,0
iih ihh ah aaah iih ohh aaah uh ehh eeh ahhh ah ihh oooh eh uuh eeh ehh oooh uuh ihh aah oh,0
eh ahhh aaah ih iiih uuuh ehh oh ah ohhh eeeh ehhh ooh ehhh uuh uuh eeh ihhh ah iiih ahh ahh uhhh ahh uuuh ohhh ohhh uuuh ooh ihh,1
ahhh aaah ah uuh ohhh uh uhh aaah ehh oooh aaah ohh uh iiih uhhh uuh ooh ih eh eeeh eeeh,1
uh aah iih ihhh ehh iih uuuh ohh eh ih aaah iih ohhh ih ih ihhh ooh eeeh ih uuuh iiih uhhh ohhh eh uhh uhhh uhh oh iih ah,1
aaah ahhh uhhh eeh iiih uh ehh ahh aaah uuh ihhh ihhh ooh uuh ooh iih uhh ehh ihhh ehh ehhh ooh oooh uh eeh ohh,1
ahhh ooh ahhh uhhh oooh eh ehhh iiih ihh ehhh ihhh ih aah,2
eh uhhh eeh ihhh ihhh ohh iiih uuh ahh ah eh iih oooh uuuh ooh ihh eh,2
ohh oh eh ahhh uuh ihh ahh uh ahhh ihh iih ohhh ihh ih eh uhh ohh ahh,1
uuh eeeh ah uuuh ehhh eeeh uhhh iiih oooh ihh aaah ihhh ohhh ahhh ehh uhhh uuh iih ohh,0
aaah aaah ehh uh iiih eeeh uh ihhh uuuh ooh eh ehh eeeh ohhh,0
ohhh uuh ehhh aaah iih iiih eeeh ooh ohhh oooh aaah eh aaah uhh ihhh ooh ehhh,2
iiih ahhh ih eh ih ehhh ihh ih iiih eeeh ohh aah ehh oooh ahh eh iih uuh ihh oh eh uhhh eeh oh ihhh,2
aaah uuh eeh ohh uhh ih uuuh,2
ehh iih uh uhh uh aaah eeh ehhh ah aah eeh oooh ahh ohh uhh ahhh ehh uhhh ahh ohhh uhhh ihh uhh iiih eh eeeh ihhh,0
ohhh ehhh ooh uh ihhh ehh ahh ahhh eeeh ih uh ih eeh iiih iih ohh aaah eh ahh,2
ihh ahhh eh ihh eh ihhh ooh uhh ehh oh uuuh uh aaah ooh ehhh iiih uhhh ehh ah iiih,0
ehh ohhh uuh ohh uuuh ooh ehhh eh uhhh aaah aaah ehh ahhh ah ohhh ihh ooh ih uh aah uuuh uuuh oh ehhh uhh ahh,0
ohhh iiih ohhh eeeh ooh ehh eh ohhh,1
ihhh ihhh oooh eeeh iiih ohh iiih aaah ehh eeeh ehh ooh uhhh,2
oh uuuh iiih ooh oooh ohhh ooh eeeh uuuh ooh uuh eeeh ih aaah eh oooh ah ohh ahh iih ih eeeh oooh,2
uuuh oooh iiih ehh iiih uuh iih eh ohhh ehh ihh aaah uhh eeeh ooh ihh aaah ihhh ohhh uuuh uuh uuh ahhh ohhh ah ahh iiih eh aaah ahhh,0
